spec
"FuzzedInvariant ( no n : StackAr.theArray : n != null ) holds for: orig(this)"
"daikon.Quant.size(this.theArray) == 4 || daikon.Quant.size(this.theArray) == 35 || daikon.Quant.size(this.theArray) == 97"
